Gene	length
egr	5845
Eh	2217
Ehbp1	8221
eIF1	1310
eIF1A	8341
eIF2alpha	1818
eIF2Balpha	1307
eIF2Bbeta	1647
eIF2Bdelta	2532
eIF2Bepsilon	2709
eIF2beta	1639
eIF2Bgamma	1749
eIF2D	1899
eIF2gamma	5615
eIF3a	4098
eIF3b	2930
eIF3c	3598
eIF3d1	2279
eIF3d2	2309
eIF3e	1700
eIF3f1	1301
eIF3f2	1104
eIF3g1	1090
eIF3g2	979
eIF3h	1902
eIF3i	1409
eIF3j	1969
eIF3k	919
eIF3l	2652
eIF3m	1760
eIF4A	4146
eIF4B	15603
eIF4E1	2843
eIF4E3	1345
eIF4E4	1418
eIF4E5	1130
eIF4E6	736
eIF4E7	3791
eIF4EHP	45884
eIF4G1	15419
eIF4G2	10953
eIF4H1	6308
eIF4H2	1966
eIF5	4967
eIF5B	32320
eIF6	1056
Eig71Ea	536
Eig71Eb	606
Eig71Ec	776
Eig71Ed	560
Eig71Ee	1539
Eig71Ef	736
Eig71Eg	522
Eig71Eh	506
Eig71Ei	645
Eig71Ej	467
Eig71Ek	562
Eip55E	1478
Eip63E	94771
Eip63F-1	25645
Eip71CD	2151
Eip74EF	60654
Eip75B	113744
Eip78C	39895
Eip93F	65426
Ekar	10426
Elal	2302
elav	13992
elB	18922
Elba2	1493
Elba3	1446
elfless	1833
elg1	4664
elgi	1884
Elk	52757
elm	2222
Elo68alpha	1156
Elo68beta	1024
EloA	3509
EloB	1629
EloC	1202
eloF	998
Elp1	4721
Elp2	2900
Elp3	2034
ema	4782
emb	5281
emc	4093
EMC1	4334
EMC3	1024
EMC8-9	1369
emp	9615
EMRE	701
ems	2768
en	4205
ena	22074
enc	23648
EndoA	4147
EndoB	3219
EndoG	1124
EndoGI	1824
endos	2128
EndoU	1970
Eno	4869
enok	7823
ens	11644
Ent1	2310
Ent2	2385
Ent3	3783
Eo	2045
Eogt	1977
Epac	39227
E(Pc)	13228
Epg5	8438
Eph	11787
Ephrin	8368
Eps-15	6952
epsilonCOP	1105
epsilonTry	830
e(r)	2105
Ercc1	1008
eRF1	5519
eRF3	6828
ergic53	3037
Erk7	6323
erm	20124
Ero1L	3386
ERp60	3412
ERR	3311
Es2	1871
esc	2202
escl	1922
esg	2273
esn	41553
Esp	8478
E(spl)m2-BFM	957
E(spl)m3-HLH	1305
E(spl)m4-BFM	759
E(spl)m5-HLH	882
E(spl)m6-BFM	1137
E(spl)m7-HLH	982
E(spl)m8-HLH	769
E(spl)malpha-BFM	676
E(spl)mbeta-HLH	978
E(spl)mdelta-HLH	1013
E(spl)mgamma-HLH	911
Est-6	1888
Est-P	1796
Est-Q	2539
Esyt2	11831
et	3580
etaTry	911
Etf-QO	2596
ETH	813
ETHR	18124
Etl1	3779
Ets21C	7999
Ets65A	26297
Ets96B	9902
Ets97D	2112
Ets98B	11829
euc	537
E(var)3-9	2305
eve	1477
Evi5	23864
ewg	11210
ex	17475
exd	4042
Exd2	2216
exex	3378
Exn	24376
Exo70	4060
Exo84	2527
exp	27879
exu	3657
ey	23485
e(y)1	1188
e(y)2	503
e(y)2b	793
e(y)3	11822
eya	19530
eyg	5485
eys	47265
E(z)	3556
f	48023
fa2h	5365
Faa	1923
fab1	7967
fabp	7159
Fad2	1312
Fadd	1163
faf	13662
Faf2	2679
Fak	6601
fal	4267
FAM21	4769
fan	912
Fancd2	5387
FANCI	5214
Fancl	1362
Fancm	5120
fand	2914
FarO	2047
Fas1	14534
Fas2	73207
Fas3	73340
FASN1	11580
FASN2	12197
FASN3	9921
Fatp	6547
fat-spondin	5298
fau	4178
fax	9033
fbl	7485
Fbl6	4625
fbp	2550
Fbp1	3465
Fbp2	1134
Fbw5	2392
Fbxl4	3511
Fbxl7	11990
FBXO11	5883
Fcp1	3835
Fcp3C	1099
f-cup	5576
fd102C	7544
fd19B	981
fd3F	8725
fd59A	2548
fd96Ca	2195
fd96Cb	1088
Fdh	1476
fdl	19883
Fdx1	1044
Fdx2	951
FDY	1736
FeCH	1837
Fem-1	4833
Femcoat	940
Fen1	1440
fend	13127
feo	2424
FER	26944
Fer1	5767
Fer1HCH	2606
Fer2	1944
Fer2LCH	2781
Fer3	902
Fer3HCH	813
fest	3946
Fgop2	2112
fh	992
Fhos	45101
Fib	1817
Fibp	1883
Fic	2036
fid	12657
fidipidine	2336
Fie	2260
Fife	56276
fig	1180
FIG4	2849
Fign	3079
Fili	74230
Fim	16226
Fip1	2670
fipi	59453
firl	3319
Fis1	1248
fit	531
Fit1	3553
Fit2	2790
Fitm	1982
fiz	3375
fj	3551
Fkbp12	854
Fkbp14	10763
Fkbp39	1550
Fkbp59	2115
fkh	4289
fl(2)d	4930
FLASH	3725
flfl	9985
fliI	5348
fln	1670
Flo1	3134
Flo2	94571
flr	3611
flw	23858
Fmo-1	1686
Fmo-2	2681
Fmr1	8702
FMRFa	4164
FMRFaR	10145
fmt	8965
fne	32941
fng	23622
Fnta	1480
fog	30878
foi	9260
fok	5801
fon	3068
for	34880
form3	28480
FoxK	6615
FoxL1	2402
foxo	31034
FoxP	4853
Fpgs	3664
Fpps	2018
fra	35132
frac	6890
fray	16369
frc	4255
fred	88786
FRG1	1170
frj	2957
Frl	18369
frm	12749
frma	3039
Frq1	19376
Frq2	26796
frtz	4550
fru	131314
fry	47270
Fs	18030
fs(1)h	23629
fs(1)K10	3904
fs(1)M3	6041
fs(1)N	6926
fs(1)Ya	2292
fs(1)Yb	3691
Fs(2)Ket	16333
fs(2)ltoPP43	3079
fsd	1081
Fsn	1521
Fst	1177
ft	23393
ftz	1921
ftz-f1	50703
fu	3450
fu12	14304
Fuca	3916
FucT6	3377
FucTA	7259
FucTB	2384
FucTC	2538
FucTD	1703
Fum1	3422
Fum2	1930
Fum3	2295
Fum4	1677
Fur1	125628
Fur2	8697
fus	19352
fusl	7604
fuss	16149
futsch	44618
fw	11000
fwd	14492
fwe	6330
fws	2588
fy	1805
fz	94297
fz2	94399
fz3	14278
fz4	4050
fzo	2391
fzr	12248
fzr2	1450
fzy	2142
g	9075
G6P	1425
G9a	8673
GAA1	2517
GABA-B-R1	18374
GABA-B-R2	5508
GABA-B-R3	12455
Gabat	2973
GABPI	1762
Gad1	14668
Gadd45	1495
Gagr	2295
Gal	3254
Gale	2757
galectin	4455
Galk	3880
galla-1	2860
galla-2	684
Galphaf	5378
Galphai	7295
Galphao	27717
Galphaq	10458
Galphas	4399
Galt	1770
GalT1	2380
gammaCOP	3565
gammaSnap1	1759
gammaSnap2	1002
gammaTry	810
gammaTub23C	1968
gammaTub37C	1864
GAPcenA	5719
Gapdh1	1480
Gapdh2	1517
GAPsec	1863
Gart	9276
garz	7501
gas	2020
Gas41	898
Gas8	13841
Gasp	12089
Gasz	2142
Gat	5660
GatA	2684
GATAd	5452
GATAe	10029
GatB	2207
GatC	1624
gb	3804
Gba1a	1985
Gba1b	3709
gbb	1686
Gbeta13F	6061
Gbeta5	1545
Gbeta76C	2356
Gbp1	453
Gbp2	2356
Gbp3	895
Gbs-70E	10039
Gbs-76A	11403
GC	6123
GC1	3979
GC2	1203
GCC185	4288
GCC88	2443
gce	21309
GckIII	2476
gcl	4742
Gclc	13967
Gclm	1505
gcm	2248
gcm2	4145
Gcn2	6354
Gcn5	2886
GCS1	3496
GCS2alpha	4763
GCS2beta	2320
gd	2611
Gdap1	2365
Gdh	7144
Gdi	3701
gdl	1603
gdl-ORF39	1393
Ge-1	5739
GEFmeso	57659
gek	6558
geko	6017
Gel	5841
gem	13180
Gem2	1241
Gem3	4021
geminin	1132
Gen	2528
Gfat1	11441
Gfat2	2747
Gfrl	106131
gfzf	5089
Gga	3251
Ggamma1	3388
Ggamma30A	45932
Ggt-1	6639
ghi	915
Gie	3231
gig	9830
GIIIspla2	1721
GILT1	3337
GILT2	961
GILT3	1064
Gint3	3131
Gip	996
Girdin	6358
gish	32317
Git	3610
Gk1	3747
Gk2	7015
gkt	2450
gl	4812
GLaz	4074
GlcAT-I	1623
GlcAT-P	20583
GlcAT-S	6641
GlcT	3394
Gld	13641
Gld2	5592
Gle1	2287
glec	5573
Glg1	9990
Gli	6757
GlnRS	2455
glo	4134
Glo1	2387
glob1	7596
glob2	2918
glob3	1724
Glos	4066
GLS	9111
Glt	4107
glu	4772
GluClalpha	44517
GluProRS	6256
GluRIA	11028
GluRIB	36545
GluRIIA	3923
GluRIIB	4161
GluRIIC	3720
GluRIID	3856
GluRIIE	4563
GluRS-m	1886
Glut1	79715
Glut3	1711
Glut4EF	120684
Glyat	1050
GlyP	6484
GlyRS	2545
GlyS	5689
GlyT	19511
GM130	2936
Gmap	24302
Gmd	1724
Gmer	1284
GMF	1299
GNBP1	2077
GNBP2	1940
GNBP3	1531
GNBP-like3	515
Gnf1	3460
Gnmt	1477
Gnpnat	3678
gnu	981
gny	2762
goddard	616
godzilla	5391
goe	24607
gogo	26275
gol	11721
Golgin104	3205
Golgin245	5686
Golgin84	1869
gom	1430
Gos28	1570
Got1	3577
Got2	3247
Gp150	11755
Gp210	13463
Gp93	3441
Gpa2	484
Gpb5	765
Gpdh1	5326
Gpdh2	1586
Gpdh3	4514
GPHR	2136
Gpo1	5004
Gpo2	2379
Gpo3	2369
gpp	42420
Gprk1	148766
Gprk2	52629
gprs	9883
Gr10a	3956
Gr10b	1408
Gr21a	2404
Gr22a	1250
Gr22b	1212
Gr22c	1207
Gr22d	1221
Gr22e	1225
Gr22f	1199
Gr23a	2364
Gr28a	1693
Gr28b	7422
Gr2a	1748
Gr32a	1810
Gr33a	2385
Gr36a	1304
Gr36b	1293
Gr36c	1295
Gr39a	6953
Gr39b	1799
Gr43a	2293
Gr47a	1400
Gr47b	1506
Gr57a	1306
Gr58a	1240
Gr58b	1463
Gr58c	1296
Gr59a	1165
Gr59b	1164
Gr59c	1257
Gr59d	1229
Gr59e	1326
Gr59f	1376
Gr5a	1872
Gr61a	2251
Gr63a	1605
Gr64a	1832
Gr64b	3428
Gr64c	3428
Gr64d	3642
Gr64e	3563
Gr64f	1777
Gr66a	1645
Gr68a	1170
Gr77a	1862
Gr85a	1246
Gr89a	1143
Gr8a	1691
Gr92a	1218
Gr93a	1511
Gr93b	1245
Gr93c	1252
Gr93d	1206
Gr94a	1215
Gr97a	1362
Gr98a	2042
Gr98b	1392
Gr98c	1394
Gr98d	1411
Gr9a	1159
Graf	9060
GramD1B	14733
Grasp65	2233
grass	1834
grau	2158
Grd	16435
grh	41689
Grik	6308
grim	1699
Grip	20421
Grip128	3839
Grip163	4865
Grip71	2452
Grip75	2563
Grip84	6334
Grip91	8114
grk	2513
grn	34077
grnd	2605
gro	8176
grp	19873
grsm	17671
Grx1	828
Grx1t	569
gry	12259
Gs1	2396
Gs1l	1671
Gs2	7366
gsb	2680
gsb-n	11949
Gsc	11146
gskt	1772
Gss1	9057
Gss2	6324
GstD1	1452
GstD10	960
GstD11	2289
GstD2	734
GstD3	746
GstD4	725
GstD5	840
GstD6	780
GstD7	756
GstD8	808
GstD9	1402
GstE1	831
GstE10	1882
GstE11	1418
GstE12	1455
GstE13	1185
GstE14	1285
GstE2	890
GstE3	755
GstE4	839
GstE5	734
GstE6	751
GstE7	765
GstE8	1122
GstE9	788
GstO1	1125
GstO2	2073
GstO3	1411
GstS1	6256
GstT1	1197
GstT2	1059
GstT3	2342
GstT4	4575
GstZ1	1030
GstZ2	3838
gt	1855
Gtp-bp	2211
gudu	2395
Gug	22748
gukh	38412
gus	11332
GV1	12316
gw	14063
gwl	3991
GXIVsPLA2	1370
Gyc32E	10343
Gyc76C	42627
Gyc88E	40868
Gyc89Da	2877
Gyc89Db	3961
Gycalpha99B	3256
Gycbeta100B	43887
Gyf	13469
Gyg	10339
h	3495
H	6978
H15	12314
H2.0	6344
Hacd1	1033
Hacd2	1549
haf	53276
Hakai	1863
hale	1443
halo	616
ham	30033
Hand	2707
hang	15624
Hasp	8252
Haspin	35232
Hat1	2048
hay	2891
Hayan	3790
hb	6843
hbn	6242
hbs	30739
HBS1	2360
Hcf	15617
Hcs	10495
h-cup	1545
hd	2371
HDAC1	2734
HDAC11	1748
HDAC3	1791
HDAC4	22946
HDAC6	7051
hdc	94451
Hdc	8090
hdly	14918
hdm	1615
He	852
HEATR2	3431
hebe	8539
hec	7027
heix	3808
Hel25E	2989
Hel89B	10154
Hem	3842
HemK1	1482
HemK2	1251
hemo	910
Hen1	7043
hep	11230
heph	168534
her	2507
HERC2	17853
Herc4	4635
Herp	3745
Hers	41963
Hesr	742
Hex-A	4139
Hex-C	1493
Hexim	1740
Hexo1	2571
Hexo2	2827
Hex-t1	1507
Hex-t2	1657
Hey	2841
Hez	1556
Hf	959
hfp	5738
hfw	4039
hgo	2173
HGTX	16319
hh	13738
HHEX	4065
hid	17897
hig	19465
Hil	11337
Him	1315
HIP	2421
Hip1	5142
Hip14	4229
HipHop	1183
Hipk	38040
HIPP1	3664
HIP-R	2509
Hira	3799
hiro	2017
His1:CG31617	1023
His1:CG33801	1023
His1:CG33804	1023
His1:CG33807	1023
His1:CG33810	1023
His1:CG33813	1023
His1:CG33816	1023
His1:CG33819	1023
His1:CG33822	1023
His1:CG33825	1023
His1:CG33828	1023
His1:CG33831	1023
His1:CG33834	1023
His1:CG33837	1023
His1:CG33840	1023
His1:CG33843	1023
His1:CG33846	1023
His1:CG33849	1023
His1:CG33852	1023
His1:CG33855	1023
His1:CG33858	1023
His1:CG33861	1023
His1:CG33864	1023
His2A:CG31618	493
His2A:CG33808	476
His2A:CG33814	493
His2A:CG33817	493
His2A:CG33820	493
His2A:CG33823	493
His2A:CG33826	493
His2A:CG33829	493
His2A:CG33832	493
His2A:CG33835	493
His2A:CG33838	493
His2A:CG33841	493
His2A:CG33844	493
His2A:CG33847	493
His2A:CG33850	493
His2A:CG33853	493
His2A:CG33856	493
His2A:CG33859	493
His2A:CG33862	493
His2A:CG33865	493
His2Av	2292
His2B:CG17949	595
His2B:CG33868	595
His2B:CG33870	595
His2B:CG33872	595
His2B:CG33874	595
His2B:CG33876	595
His2B:CG33878	595
His2B:CG33880	595
His2B:CG33882	595
His2B:CG33884	595
His2B:CG33886	595
His2B:CG33888	595
His2B:CG33890	595
His2B:CG33892	595
His2B:CG33894	595
His2B:CG33896	595
His2B:CG33898	595
His2B:CG33900	595
His2B:CG33902	595
His2B:CG33904	595
His2B:CG33906	595
His2B:CG33908	595
His2B:CG33910	595
His3.3A	1092
His3.3B	4147
His3:CG31613	529
His3:CG33803	529
His3:CG33806	529
His3:CG33809	529
His3:CG33812	529
His3:CG33815	529
His3:CG33818	529
His3:CG33821	529
His3:CG33824	529
His3:CG33827	529
His3:CG33830	529
His3:CG33833	529
His3:CG33836	529
His3:CG33839	529
His3:CG33842	529
His3:CG33845	529
His3:CG33848	529
His3:CG33851	529
His3:CG33854	529
His3:CG33857	529
His3:CG33860	529
His3:CG33863	529
His3:CG33866	529
His4:CG31611	413
His4:CG33869	526
His4:CG33871	528
His4:CG33873	528
His4:CG33875	528
His4:CG33877	413
His4:CG33879	413
His4:CG33881	413
His4:CG33883	413
His4:CG33885	413
His4:CG33887	413
His4:CG33889	413
His4:CG33891	413
His4:CG33893	413
His4:CG33895	413
His4:CG33897	413
His4:CG33899	413
His4:CG33901	413
His4:CG33903	413
His4:CG33905	413
His4:CG33907	412
His4:CG33909	413
His4r	860
HisCl1	2218
His-Psi:CR31614	825
His-Psi:CR31615	315
His-Psi:CR31616	315
His-Psi:CR31754	303
His-Psi:CR33802	333
His-Psi:CR33805	440
His-Psi:CR33811	333
His-Psi:CR33867	1999
HisRS	5018
hiw	53293
Hk	30139
hkb	1632
Hlc	2429
HLH3B	1525
HLH4C	2288
HLH54F	3113
hll	2368
Hmg-2	1406
Hmgcr	17669
HmgD	15270
Hmgs	5153
HmgZ	10374
Hml	13948
Hmr	4936
Hmt-1	3603
Hmt4-20	7551
Hmu	2824
hmw	2284
Hmx	10168
Hn	2714
Hnf4	22386
hng1	1081
hng2	1260
hng3	17810
HnRNP-K	19304
Ho	1234
hoe1	23804
hoe2	3404
hog	670
hoip	669
holn1	1322
homer	3966
hook	2655
hop	7169
how	37131
HP1b	1684
HP1c	986
HP1D3csd	816
HP1e	592
HP1Lcsd	838
HP4	717
HP5	4442
HP6	500
Hph	12471
hpo	2861
hppy	48456
Hpr1	2647
hpRNA:1	155
hpRNA:CR18854	3452
hpRNA:CR32205	3794
hpRNA:CR32207	1392
hpRNA:CR33940	1695
hpRNA:CR46340	202
hpRNA:CR46342	6457
hpRNA:CR46343	215
HPS1	2074
HPS4	7249
Hr3	33354
Hr38	31127
Hr39	22426
Hr4	66017
Hr51	8060
Hr78	3476
Hr83	1270
Hr96	4117
Hrb27C	11354
Hrb87F	3686
Hrb98DE	5944
Hrd3	3935
hrg	5914
Hrs	3392
Hs2st	1918
Hs3st-A	36562
Hs3st-B	3407
Hs6st	79236
Hsc20	1039
Hsc70-1	3701
Hsc70-2	2630
Hsc70-3	5422
Hsc70-4	3928
Hsc70-5	3595
Hsc70Cb	6668
Hsepi	3219
Hsf	4332
Hsl	4077
Hsp22	2034
Hsp23	884
Hsp26	1010
Hsp27	1632
Hsp60A	3827
Hsp60B	2203
Hsp60C	7990
Hsp60D	1960
Hsp67Ba	1733
Hsp67Bc	987
Hsp68	2231
Hsp70Aa	2382
Hsp70Ab	2375
Hsp70Ba	2324
Hsp70Bb	2347
Hsp70Bbb	2347
Hsp70Bc	2386
Hsp83	4091
HSPBAP1	1297
HSPC300	1073
hth	132008
htk	12196
htl	7769
HtrA2	2664
hts	27872
htt	38575
hubl	2691
Hug	2889
hui	1513
Hus1-like	3761
hwt	51819
hyd	10993
Hydr1	2974
Hydr2	5818
hydra	6232
hyx	3590
I-2	2439
I-3	813
IA-2	39676
iav	4179
Ibf1	1437
Ibf2	775
ICA69	1865
Ice1	4594
Ice2	2505
ich	12792
icln	918
ics	3156
ida	2470
Ide	4225
Idgf1	1516
Idgf2	3179
Idgf3	4288
Idgf4	2976
Idgf5	1617
Idgf6	2730
Idh	4503
Idh3b	2992
Ids	1816
if	31246
ifc	2507
IFT52	1786
IFT57	1890
igl	34856
Ih	23966
ihog	3345
IKKbeta	3075
IKKepsilon	2935
IleRS	4146
IleRS-m	3203
Ilk	2340
Ilp1	631
Ilp2	743
Ilp3	823
Ilp4	865
Ilp5	549
Ilp6	3166
Ilp7	1225
Ilp8	2269
IM1	430
IM14	287
IM18	860
IM2	429
IM23	532
IM3	840
IM33	441
IM4	826
imd	3804
Iml1	10621
Imp	36409
Impbeta11	4697
ImpE1	18767
ImpE2	1708
ImpE3	1094
ImpL1	1235
ImpL2	12142
IMPPP	1348
in	3062
inaC	3041
inaD	3107
inaE	27780
inaF-A	7506
inaF-B	8103
inaF-C	5376
inaF-D	4432
inc	34137
Incenp	3329
ind	1126
Indy	17636
Indy-2	5960
ine	9023
Ing3	2374
Ing5	1465
Ino80	34159
Inos	3953
INPP5E	3822
InR	49074
insb	1059
insc	14767
insv	1718
intr	940
IntS1	6516
IntS10	2381
IntS11	2177
IntS12	1184
IntS14	1983
IntS2	4058
IntS3	7156
IntS4	3543
IntS6	8592
IntS8	3668
IntS9	2196
inv	35231
Invadolysin	14467
Inx2	5480
Inx3	5892
Inx5	2107
Inx6	1949
Inx7	2001
iotaTry	818
Ip259	1259
IP3K1	6116
IP3K2	25671
Ipk1	8355
Ipk2	1232
iPLA2-VIA	4133
Ipod	2079
Ipp	1686
Ir100a	1812
Ir10a	2676
Ir11a	2160
Ir20a	1692
Ir21a	3333
Ir25a	4455
Ir31a	2633
Ir40a	24851
Ir41a	104437
Ir47a	2982
Ir47b	1303
Ir48a	1226
Ir48b	1803
Ir48c	1686
Ir51a	1681
Ir51b	1794
Ir52a	1800
Ir52b	1791
Ir52c	1800
Ir52d	1785
Ir54a	1905
Ir56a	1908
Ir56b	1487
Ir56c	1704
Ir56d	1899
Ir56e	532
Ir60a	2249
Ir60b	1774
Ir60c	1329
Ir60d	1725
Ir60e	1719
Ir60f	461
Ir62a	1821
Ir64a	4036
Ir67a	1755
Ir67b	2295
Ir67c	1722
Ir68a	3247
Ir68b	1908
Ir75a	2352
Ir75b	2121
Ir75c	2342
Ir75d	2923
Ir76a	4150
Ir76b	3051
Ir7a	1845
Ir7b	2021
Ir7c	2454
Ir7d	1874
Ir7e	1880
Ir7f	2088
Ir7g	2317
Ir84a	2516
Ir85a	2283
Ir87a	2862
Ir8a	3860
Ir92a	4930
Ir93a	8237
Ir94a	1788
Ir94b	1779
Ir94c	1815
Ir94d	2332
Ir94e	1894
Ir94f	1677
Ir94g	1638
Ir94h	1680
Irbp	2394
Irbp18	741
Irc	4334
Ire1	7384
Iris	1767
Irk1	17326
Irk2	5829
Irk3	2678
Irp-1A	3268
Irp-1B	4252
IRSp53	27936
IscU	1329
isopeptidase-T-3	2860
isoQC	2538
Iswi	3958
I-t	887
ItgaPS4	4113
ItgaPS5	3592
Itgbn	5012
ITP	21541
Itp-r83A	22295
ix	727
Iyd	2875
Jabba	4009
Jafrac1	2171
Jafrac2	1816
jagn	1994
janA	912
janB	745
jar	18408
Jarid2	9493
jb	711
jbug	23139
jdp	9979
jeb	34147
jef	5977
jet	1579
jhamt	1137
JHDM2	4932
Jhe	2981
Jhedup	2041
Jheh1	1654
Jheh2	2479
Jheh3	1704
JhI-21	4288
JhI-26	2014
jigr1	14032
JIL-1	14442
jim	45962
jing	119787
JMJD4	2163
JMJD5	1381
JMJD7	1097
jnj	4374
Jon25Bi	866
Jon25Bii	894
Jon25Biii	827
Jon44E	1397
Jon65Ai	951
Jon65Aii	895
Jon65Aiii	934
Jon65Aiv	981
Jon66Ci	838
Jon66Cii	830
Jon74E	2389
Jon99Ci	964
Jon99Cii	862
Jon99Ciii	1240
Jon99Fi	933
Jon99Fii	913
jp	19031
Jra	2077
jtb	940
JTBR	849
jub	4277
jumu	11431
Jupiter	29521
jus	23804
jv	26283
jvl	54287
Jwa	1134
JYalpha	4161
Kah	6451
KaiR1D	6045
Kal1	6096
Kank	26951
Kap3	5898
Kap-alpha1	3167
Kap-alpha3	3250
kappaB-Ras	1969
kappaTry	937
kar	7182
Karl	4873
karr	466
Karybeta3	5449
Kat60	4921
kat-60L1	5704
kat80	9174
kay	28119
Kaz1-ORFA	307
Kaz1-ORFB	1434
Kaz-m1	1767
kcc	17413
Kcmf1	4628
KCNQ	46498
KdelR	1746
Kdm2	10751
Kdm4A	2214
Kdm4B	21785
kdn	10695
Keap1	6004
Kebab	2561
kek1	5788
kek2	44947
kek3	31256
kek4	3016
kek5	118734
kek6	42511
kel	8200
ken	7170
kermit	9737
key	1898
KFase	1415
Khc	5012
Khc-73	16482
kibra	26573
Kif19A	6000
Kif3C	21774
kin17	1525
kirre	394149
kis	40089
kkv	14774
kl-2	91086
kl-3	226785
kl-5	115237
klar	106532
Klc	3441
Klf15	1032
klg	62448
klhl10	32088
KLHL18	2959
Klp10A	7757
Klp31E	4975
Klp3A	4895
Klp54D	6376
Klp59C	2120
Klp59D	2499
Klp61F	4343
Klp64D	2529
Klp67A	4411
Klp68D	3262
Klp98A	11371
klu	28018
kmg	2627
Kmn1	1060
Kmn2	762
kn	34412
kni	3049
knk	3300
knon	2541
knrl	23519
ko	55579
koi	7181
koko	1701
kon	16232
KP78a	6838
KP78b	6838
Kr	4784
kra	5773
kraken	1772
Kr-h1	13896
Kr-h2	2972
kri	1256
krimp	2620
Krn	4719
KrT95D	34290
krz	6680
ksh	573
ksr	5517
kst	31274
Ktl	2869
kto	8331
ktub	21777
Ku80	2530
Kua	5795
kud	424
kug	19307
kuk	4538
Kul	9531
kune	1060
kuz	89273
kz	4178
l(1)10Bb	1015
l(1)G0004	955
l(1)G0007	23371
l(1)G0020	3565
l(1)G0045	2846
l(1)G0156	3383
l(1)G0193	5431
l(1)G0196	20950
l(1)G0289	17594
l(1)G0320	2611
l(1)G0469	7497
l(1)sc	1097
l(2)01289	19572
l(2)03659	5117
l(2)05287	7464
l(2)05714	3787
l(2)09851	1811
l(2)10685	1628
l(2)34Fc	2494
l(2)34Fd	2492
l(2)35Be	849
l(2)35Cc	1062
l(2)37Bb	1770
l(2)37Cb	2979
l(2)37Cc	2525
l(2)37Cd	2067
l(2)37Cg	2211
l(2)41Ab	94544
l(2)dtl	2927
l(2)efl	893
l(2)gd1	3909
l(2)gl	11538
L2HGDH	2456
l(2)k01209	5273
l(2)k05819	6292
l(2)k05911	5918
l(2)k09022	6708
l(2)k09848	1897
l(2)k09913	4680
l(2)k10201	820
l(2)k14505	1244
l(2)k14710	4341
l(2)not	4354
l(2)SH0834	1050
l(2)tid	2114
l(3)02640	4527
l(3)04053	2787
l(3)05822	10014
l(3)07882	4431
l(3)72Ab	7037
l(3)72Dn	2612
l(3)72Dp	2860
l(3)72Dr	1740
l(3)73Ah	1658
l(3)76BDm	5095
l(3)87Df	686
l(3)L1231	13045
l(3)mbn	4874
l(3)mbt	6948
l(3)neo38	14091
l(3)neo43	688
l(3)psg2	6722
La	1620
lab	17164
Lac	12441
lace	5892
laf	2529
Lam	4163
lama	12305
lambdaTry	952
LamC	4962
Lamp1	3715
LanA	14192
LanB1	9334
LanB2	9067
lap	13948
Lap1	5063
Lapsyn	5861
Lar	145447
lark	2628
larp	18279
Larp4B	11767
Larp7	2109
Las	1757
Lasp	35272
lawc	3651
laza	2316
lbe	4961
lbk	19397
lbl	24155
lbm	2727
LBR	3561
Lcch3	3425
Lcp1	1129
Lcp1Psi	499
Lcp2	989
Lcp3	786
Lcp4	849
Lcp65Aa	500
Lcp65Ab1	413
Lcp65Ab2	416
Lcp65Ac	575
Lcp65Ad	707
Lcp65Ae	536
Lcp65Af	577
Lcp65Ag1	578
Lcp65Ag2	604
Lcp65Ag3	604
Lcp65APsi	263
Lcp9	450
lcs	590
ldbr	1789
Ldh	3590
ldlCp	3177
lds	4061
Ldsdh1	3256
Leash	10879
lectin-21Ca	940
lectin-21Cb	904
lectin-22C	857
lectin-24A	974
lectin-24Db	1162
lectin-28C	3044
lectin-29Ca	792
lectin-30A	779
lectin-33A	667
lectin-37Da	713
lectin-37Db	693
lectin-46Ca	1236
lectin-46Cb	1091
Lectin-galC1	828
Lerp	20669
let-7	78
Letm1	5813
LeuRS	4329
LeuRS-m	3186
levy	744
Lfg	1803
lft	1940
Lgr1	7431
Lgr3	11406
Lgr4	27451
lgs	6955
Lhr	1188
lic	2842
lid	10102
lig	10839
lili	8568
lilli	68478
Lim1	49266
Lim3	29172
LIMK1	7809
lin	3711
lin-28	2704
lin-52	1569
link	1394
lint	16555
Lint-1	3270
Lip1	2137
Lip2	7514
Lip3	1665
Lip4	4207
Liprin-alpha	8864
Liprin-beta	3023
Liprin-gamma	39610
Lis-1	6278
List	2465
Listericin	450
Lk	626
Lk6	13527
Lkb1	2882
Lkr	16921
LKRSDH	4785
LManI	4565
LManII	4815
LManIII	3438
LManIV	3186
LManV	3318
LManVI	3592
lmd	5492
lmgA	3620
lmgB	3620
Lmpt	57193
lms	3077
Lmx1a	6670
lncRNA:acal	2336
lncRNA:alphagamma-element:CR32865	2932
lncRNA:bxd	31065
lncRNA:CR13130	1073
lncRNA:CR14310	402
lncRNA:CR15061	680
lncRNA:CR30009	2513
lncRNA:CR30055	2157
lncRNA:CR30121	2528
lncRNA:CR31044	5106
lncRNA:CR31386	36194
lncRNA:CR31451	1563
lncRNA:CR31526	693
lncRNA:CR31647	3696
lncRNA:CR31781	8955
lncRNA:CR31840	378
lncRNA:CR32027	1208
lncRNA:CR32111	20347
lncRNA:CR32160	2379
lncRNA:CR32194	1754
lncRNA:CR32218	1176
lncRNA:CR32385	2901
lncRNA:CR32553	2453
lncRNA:CR32582	1323
lncRNA:CR32636	1484
lncRNA:CR32652	1164
lncRNA:CR32657	485
